User_ID,Group,REVENUE
268,B,0.0
269,A,0.0
270,A,0.0
271,B,0.0
272,B,0.0
273,B,0.0
274,B,0.0
275,A,0.0
276,B,0.0
277,A,0.0
278,B,0.0
279,A,0.0
280,B,0.0
281,B,0.0
282,B,0.0
283,B,0.0
284,A,0.0
285,B,0.0
286,A,0.0
287,A,0.0
288,A,0.0
289,A,0.0
290,B,0.0
291,A,0.0
292,A,0.0
293,A,0.0
294,B,0.0
295,B,0.0
296,B,0.0
297,B,0.0
298,A,0.0
299,A,0.0
300,B,0.0
301,A,0.0
302,A,0.0
303,A,0.0
304,B,0.0
305,B,0.0
306,A,0.0
307,B,0.0
308,B,0.0
309,B,0.0
310,B,0.0
311,B,0.0
312,A,0.0
313,B,0.0
314,A,0.0
315,A,0.0
316,B,0.0
317,A,0.0
318,A,0.0
319,A,0.0
320,B,0.0
321,B,0.0
322,A,0.0
323,B,0.0
324,B,0.0
325,B,0.0
326,B,0.0
327,A,0.0
328,A,0.0
329,B,0.0
330,B,0.0
331,A,0.0
332,A,0.0
333,B,0.0
334,A,0.0
335,B,0.0
336,B,0.0
337,A,0.0
338,A,0.0
339,B,0.0
340,B,0.0
341,A,0.0
342,B,0.0
343,A,0.0
344,B,0.0
345,A,0.0
346,A,0.0
347,A,0.0
348,B,0.0
349,B,0.0
350,A,0.0
351,B,0.0
352,A,0.0
353,A,0.0
354,B,0.0
355,B,0.0
356,A,0.0
357,B,0.0
358,B,0.0
359,A,0.0
360,A,0.0
361,B,0.0
362,A,0.0
363,A,0.0
364,B,0.0
365,A,0.0
366,A,0.0
367,B,0.0
368,B,0.0
369,A,0.0
370,A,0.0
371,B,0.0
372,B,0.0
373,B,0.0
374,B,0.0
375,A,0.0
376,B,0.0
377,B,0.0
378,A,0.0
379,B,0.0
380,A,0.0
381,B,0.0
382,B,0.0
383,B,0.0
384,A,0.0
385,A,0.0
386,B,0.0
387,A,0.0
388,A,0.0
389,A,0.0
390,A,0.0
391,A,0.0
392,A,0.0
393,B,0.0
394,B,0.0
395,A,0.0
396,B,0.0
397,B,0.0
398,B,0.0
399,B,0.0
400,A,0.0
401,B,0.0
402,B,0.0
403,A,0.0
404,A,0.0
405,B,0.0
406,B,0.0
407,B,0.0
408,B,0.0
409,B,0.0
410,B,0.0
411,A,0.0
412,B,0.0
413,B,0.0
414,A,0.0
415,A,0.0
416,A,0.0
417,A,0.0
418,B,0.0
419,B,0.0
420,B,0.0
421,B,0.0
422,B,0.0
423,B,0.0
424,A,0.0
425,B,0.0
426,A,0.0
427,A,0.0
428,B,0.0
429,A,0.0
430,B,0.0
431,A,0.0
432,B,0.0
433,A,0.0
434,B,0.0
435,B,0.0
436,B,0.0
437,B,0.0
438,B,0.0
439,A,0.0
440,A,0.0
441,A,0.0
442,B,0.0
443,A,0.0
444,B,0.0
445,B,0.0
446,A,0.0
447,A,0.0
448,B,0.0
449,A,0.0
450,B,0.0
451,B,0.0
452,B,0.0
453,B,0.0
454,B,0.0
455,A,0.0
456,A,0.0
457,B,0.0
458,B,0.0
459,A,0.0
460,A,0.0
461,B,0.0
462,A,0.0
463,B,0.0
464,A,0.0
465,B,0.0
466,A,0.0
467,B,0.0
468,A,0.0
469,A,0.0
470,B,0.0
471,A,0.0
472,B,0.0
473,A,0.0
474,B,0.0
475,A,0.0
476,B,0.0
477,A,0.0
478,B,0.0
479,A,0.0
480,B,0.0
481,B,0.0
482,B,0.0
483,A,0.0
484,B,0.0
485,A,0.0
486,B,0.0
487,A,0.0
488,B,0.0
489,A,0.0
490,A,0.0
491,B,0.0
492,A,0.0
493,A,0.0
494,B,0.0
495,A,0.0
496,A,0.0
497,A,0.0
498,B,0.0
499,A,0.0
500,B,0.0
501,A,0.0
502,A,0.0
503,A,0.0
504,B,0.0
505,A,0.0
506,A,0.0
507,B,0.0
508,A,0.0
509,B,0.0
510,B,0.0
511,A,0.0
512,B,0.0
513,A,0.0
514,B,0.0
515,B,0.0
516,A,0.0
517,B,0.0
518,B,0.0
519,B,0.0
520,B,0.0
521,B,0.0
522,A,0.0
523,B,0.0
524,A,0.0
525,B,0.0
526,A,0.0
527,A,0.0
528,B,0.0
529,B,0.0
530,B,0.0
531,A,0.0
532,B,0.0
533,A,0.0
534,A,0.0
535,A,0.0
536,B,0.0
537,B,0.0
538,A,0.0
539,A,0.0
540,B,0.0
541,A,0.0
542,B,0.0
543,A,0.0
544,B,0.0
545,A,0.0
546,B,0.0
547,A,0.0
548,B,0.0
549,B,0.0
550,A,0.0
551,A,0.0
552,B,0.0
553,A,0.0
554,B,0.0
555,A,0.0
556,B,0.0
557,B,0.0
558,B,0.0
559,B,0.0
560,B,0.0
561,B,0.0
562,A,0.0
563,A,0.0
564,A,0.0
565,B,0.0
566,B,0.0
567,B,0.0
568,B,0.0
569,A,0.0
570,A,0.0
571,B,0.0
572,A,0.0
573,A,0.0
574,B,0.0
575,A,0.0
576,B,0.0
577,A,0.0
578,B,0.0
579,B,0.0
580,B,0.0
581,B,0.0
582,A,0.0
583,B,0.0
584,B,0.0
585,B,0.0
586,A,0.0
587,B,0.0
588,A,0.0
589,B,0.0
590,A,0.0
591,A,0.0
592,B,0.0
593,A,0.0
594,B,0.0
595,B,0.0
596,B,0.0
597,A,0.0
598,A,0.0
599,B,0.0
600,B,0.0
601,A,0.0
602,B,0.0
603,B,0.0
604,B,0.0
605,A,0.0
606,A,0.0
607,A,0.0
608,B,0.0
609,B,0.0
610,B,0.0
611,A,0.0
612,B,0.0
613,B,0.0
614,B,0.0
615,B,0.0
616,A,0.0
617,A,0.0
618,B,0.0
619,A,0.0
620,A,0.0
621,B,0.0
622,B,0.0
623,A,0.0
624,B,0.0
625,A,0.0
626,B,0.0
627,A,0.0
628,B,0.0
629,A,0.0
630,A,0.0
631,A,0.0
632,B,0.0
633,A,0.0
634,A,0.0
635,B,0.0
636,B,0.0
637,A,0.0
638,A,0.0
639,B,0.0
640,B,0.0
641,B,0.0
642,B,0.0
643,B,0.0
644,A,0.0
645,B,0.0
646,A,0.0
647,A,0.0
648,A,0.0
649,B,0.0
650,A,0.0
651,A,0.0
652,B,0.0
653,A,0.0
654,A,0.0
655,B,0.0
656,A,0.0
657,A,0.0
658,A,0.0
659,B,0.0
660,B,0.0
661,B,0.0
662,A,0.0
663,A,0.0
664,B,0.0
665,A,0.0
666,A,0.0
667,B,0.0
668,B,0.0
669,A,0.0
670,A,0.0
671,A,0.0
672,B,0.0
673,B,0.0
674,B,0.0
675,B,0.0
676,A,0.0
677,B,0.0
678,B,0.0
679,B,0.0
680,B,0.0
681,B,0.0
682,A,0.0
683,A,0.0
684,B,0.0
685,A,0.0
686,B,0.0
687,B,0.0
688,A,0.0
689,A,0.0
690,B,0.0
691,B,0.0
692,B,0.0
693,A,0.0
694,B,0.0
695,B,0.0
696,B,0.0
697,A,0.0
698,B,0.0
699,B,0.0
700,A,0.0
701,B,0.0
702,B,0.0
703,A,0.0
704,B,0.0
705,A,0.0
706,A,0.0
707,B,0.0
708,B,0.0
709,B,0.0
710,B,0.0
711,A,0.0
712,B,0.0
713,A,0.0
714,B,0.0
715,B,0.0
716,B,0.0
717,A,0.0
718,B,0.0
719,B,0.0
720,B,0.0
721,B,0.0
722,A,0.0
723,B,0.0
724,A,0.0
725,A,0.0
726,A,0.0
727,A,0.0
728,A,0.0
729,A,0.0
730,B,0.0
731,A,0.0
732,A,0.0
733,A,0.0
734,B,0.0
735,B,0.0
736,A,0.0
737,B,0.0
738,A,0.0
739,A,0.0
740,B,0.0
741,A,0.0
742,B,0.0
743,B,0.0
744,A,0.0
745,A,0.0
746,B,0.0
747,A,0.0
748,A,0.0
749,A,0.0
750,B,0.0
751,B,0.0
752,A,0.0
753,B,0.0
754,B,0.0
755,B,0.0
756,B,0.0
757,B,0.0
758,A,0.0
759,A,0.0
760,A,0.0
761,B,0.0
762,B,0.0
763,A,0.0
764,B,0.0
765,A,0.0
766,A,0.0
767,A,0.0
768,B,0.0
769,B,0.0
770,A,0.0
771,A,0.0
772,A,0.0
773,A,0.0
774,B,0.0
775,B,0.0
776,A,0.0
777,A,0.0
778,B,0.0
779,B,0.0
780,A,0.0
781,A,0.0
782,A,0.0
783,B,0.0
784,B,0.0
785,B,0.0
786,A,0.0
787,A,0.0
788,B,0.0
789,B,0.0
790,A,0.0
791,B,0.0
792,B,0.0
793,A,0.0
794,B,0.0
795,A,0.0
796,A,0.0
797,A,0.0
798,A,0.0
799,A,0.0
800,A,0.0
801,A,0.0
802,B,0.0
803,A,0.0
804,A,0.0
805,B,0.0
806,B,0.0
807,B,0.0
808,A,0.0
809,B,0.0
810,A,0.0
811,A,0.0
812,A,0.0
813,A,0.0
814,B,0.0
815,B,0.0
816,A,0.0
817,A,0.0
818,A,0.0
819,B,0.0
820,A,0.0
821,A,0.0
822,B,0.0
823,B,0.0
824,A,0.0
825,B,0.0
826,B,0.0
827,A,0.0
828,B,0.0
829,A,0.0
830,B,0.0
831,A,0.0
832,A,0.0
833,A,0.0
834,B,0.0
835,A,0.0
836,B,0.0
837,A,0.0
838,A,0.0
839,B,0.0
840,A,0.0
841,A,0.0
842,B,0.0
843,A,0.0
844,A,0.0
845,A,0.0
846,A,0.0
847,B,0.0
848,B,0.0
849,A,0.0
850,B,0.0
851,A,0.0
852,B,0.0
853,A,0.0
854,A,0.0
855,A,0.0
856,A,0.0
857,A,0.0
858,A,0.0
859,B,0.0
860,A,0.0
861,B,0.0
862,A,0.0
863,B,0.0
864,B,0.0
865,B,0.0
866,A,0.0
867,A,0.0
868,B,0.0
869,A,0.0
870,B,0.0
871,A,0.0
872,B,0.0
873,B,0.0
874,A,0.0
875,B,0.0
876,A,0.0
877,B,0.0
878,B,0.0
879,A,0.0
880,A,0.0
881,A,0.0
882,B,0.0
883,A,0.0
884,B,0.0
885,B,0.0
886,A,0.0
887,A,0.0
888,B,0.0
889,B,0.0
890,A,0.0
891,A,0.0
892,A,0.0
893,A,0.0
894,A,0.0
895,B,0.0
896,B,0.0
897,B,0.0
898,B,0.0
899,A,0.0
900,A,0.0
901,A,0.0
902,B,0.0
903,B,0.0
904,A,0.0
905,A,0.0
906,B,0.0
907,B,0.0
908,A,0.0
909,A,0.0
910,B,0.0
911,A,0.0
912,A,0.0
913,A,0.0
914,B,0.0
915,B,0.0
916,B,0.0
917,B,0.0
918,B,0.0
919,B,0.0
920,B,0.0
921,A,0.0
922,A,0.0
923,A,0.0
924,A,0.0
925,A,0.0
926,A,0.0
927,A,0.0
928,B,0.0
929,B,0.0
930,A,0.0
931,A,0.0
932,B,0.0
933,A,0.0
934,A,0.0
935,B,0.0
936,A,0.0
937,B,0.0
938,A,0.0
939,B,0.0
940,B,0.0
941,B,0.0
942,A,0.0
943,B,0.0
944,A,0.0
945,A,0.0
946,A,0.0
947,A,0.0
948,B,0.0
949,B,0.0
950,A,0.0
951,A,0.0
952,B,0.0
953,A,0.0
954,B,0.0
955,A,0.0
956,A,0.0
957,B,0.0
958,A,0.0
959,B,0.0
960,A,0.0
961,A,0.0
962,A,0.0
963,B,0.0
964,A,0.0
965,A,0.0
966,A,0.0
967,A,0.0
968,B,0.0
969,B,0.0
970,A,0.0
971,B,0.0
972,A,0.0
973,A,0.0
974,A,0.0
975,B,0.0
976,B,0.0
977,B,0.0
978,B,0.0
979,B,0.0
980,B,0.0
981,B,0.0
982,B,0.0
983,B,0.0
984,A,0.0
985,B,0.0
986,B,0.0
987,B,0.0
988,B,0.0
989,B,0.0
990,B,0.0
991,B,0.0
992,B,0.0
993,B,0.0
994,B,0.0
995,B,0.0
996,A,0.0
997,A,0.0
998,B,0.0
999,B,0.0
1000,A,0.0
1001,B,0.0
1002,A,0.0
1003,A,0.0
1004,A,0.0
1005,A,0.0
1006,A,0.0
1007,B,0.0
1008,A,0.0
1009,B,0.0
1010,B,0.0
1011,A,0.0
1012,A,0.0
1013,B,0.0
1014,A,0.0
1015,A,0.0
1016,B,0.0
1017,B,0.0
1018,A,0.0
1019,B,0.0
1020,A,0.0
1021,A,0.0
1022,A,0.0
1023,B,0.0
1024,B,0.0
1025,B,0.0
1026,B,0.0
1027,B,0.0
1028,A,0.0
1029,A,0.0
1030,A,0.0
1031,A,0.0
1032,B,0.0
1033,A,0.0
1034,B,0.0
1035,A,0.0
1036,B,0.0
1037,B,0.0
1038,A,0.0
1039,A,0.0
1040,A,0.0
1041,A,0.0
1042,B,0.0
1043,A,0.0
1044,A,0.0
1045,B,0.0
1046,A,0.0
1047,A,0.0
1048,A,0.0
1049,A,0.0
1050,A,0.0
1051,B,0.0
1052,A,0.0
1053,A,0.0
1054,A,0.0
1055,A,0.0
1056,A,0.0
1057,B,0.0
1058,A,0.0
1059,B,0.0
1060,B,0.0
1061,A,0.0
1062,A,0.0
1063,A,0.0
1064,A,0.0
1065,B,0.0
1066,A,0.0
1067,A,0.0
1068,A,0.0
1069,A,0.0
1070,A,0.0
1071,A,0.0
1072,B,0.0
1073,B,0.0
1074,A,0.0
1075,A,0.0
1076,A,0.0
1077,B,0.0
1078,A,0.0
1079,B,0.0
1080,A,0.0
1081,A,0.0
1082,A,0.0
1083,A,0.0
1084,B,0.0
1085,B,0.0
1086,A,0.0
1087,A,0.0
1088,B,0.0
1089,B,0.0
1090,B,0.0
1091,B,0.0
1092,A,0.0
1093,B,0.0
1094,A,0.0
1095,B,0.0
1096,B,0.0
1097,B,0.0
1098,B,0.0
1099,B,0.0
1100,A,0.0
1101,A,0.0
1102,B,0.0
1103,B,0.0
1104,A,0.0
1105,B,0.0
1106,B,0.0
1107,A,0.0
1108,B,0.0
1109,B,0.0
1110,A,0.0
1111,A,0.0
1112,A,0.0
1113,B,0.0
1114,A,0.0
1115,A,0.0
1116,A,0.0
1117,A,0.0
1118,A,0.0
1119,A,0.0
1120,B,0.0
1121,B,0.0
1122,A,0.0
1123,A,0.0
1124,A,0.0
1125,B,0.0
1126,B,0.0
1127,B,0.0
1128,B,0.0
1129,B,0.0
1130,B,0.0
1131,B,0.0
1132,B,0.0
1133,B,0.0
1134,A,0.0
1135,A,0.0
1136,A,0.0
1137,A,0.0
1138,B,0.0
1139,B,0.0
1140,A,0.0
1141,B,0.0
1142,A,0.0
1143,B,0.0
1144,A,0.0
1145,B,0.0
1146,B,0.0
1147,A,0.0
1148,B,0.0
1149,A,0.0
1150,A,0.0
1151,A,0.0
1152,A,0.0
1153,B,0.0
1154,B,0.0
1155,B,0.0
1156,A,0.0
1157,B,0.0
1158,A,0.0
1159,B,0.0
1160,B,0.0
1161,B,0.0
1162,A,0.0
1163,B,0.0
1164,B,0.0
1165,A,0.0
1166,B,0.0
1167,A,0.0
1168,B,0.0
1169,A,0.0
1170,A,0.0
1171,B,0.0
1172,A,0.0
1173,A,0.0
1174,A,0.0
1175,A,0.0
1176,A,0.0
1177,A,0.0
1178,B,0.0
1179,A,0.0
1180,A,0.0
1181,B,0.0
1182,B,0.0
1183,B,0.0
1184,B,0.0
1185,B,0.0
1186,B,0.0
1187,B,0.0
1188,A,0.0
1189,A,0.0
1190,B,0.0
1191,A,0.0
1192,A,0.0
1193,A,0.0
1194,B,0.0
1195,B,0.0
1196,A,0.0
1197,B,0.0
1198,A,0.0
1199,A,0.0
1200,A,0.0
1201,A,0.0
1202,B,0.0
1203,B,0.0
1204,B,0.0
1205,A,0.0
1206,B,0.0
1207,A,0.0
1208,B,0.0
1209,A,0.0
1210,A,0.0
1211,A,0.0
1212,B,0.0
1213,B,0.0
1214,B,0.0
1215,B,0.0
1216,A,0.0
1217,B,0.0
1218,B,0.0
1219,A,0.0
1220,A,0.0
1221,A,0.0
1222,B,0.0
1223,A,0.0
1224,A,0.0
1225,A,0.0
1226,B,0.0
1227,A,0.0
1228,B,0.0
1229,B,0.0
1230,A,0.0
1231,A,0.0
1232,B,0.0
1233,A,0.0
1234,A,0.0
1235,B,0.0
1236,B,0.0
1237,A,0.0
1238,B,0.0
1239,A,0.0
1240,A,0.0
1241,A,0.0
1242,B,0.0
1243,A,0.0
1244,A,0.0
1245,A,0.0
1246,B,0.0
1247,B,0.0
1248,B,0.0
1249,B,0.0
1250,B,0.0
1251,A,0.0
1252,B,0.0
1253,B,0.0
1254,B,0.0
1255,A,0.0
1256,B,0.0
1257,B,0.0
1258,A,0.0
1259,B,0.0
1260,A,0.0
1261,A,0.0
1262,A,0.0
1263,A,0.0
1264,A,0.0
1265,B,0.0
1266,A,0.0
1267,A,0.0
1268,B,0.0
1269,A,0.0
1270,B,0.0
1271,B,0.0
1272,B,0.0
1273,A,0.0
1274,A,0.0
1275,A,0.0
1276,B,0.0
1277,A,0.0
1278,A,0.0
1279,A,0.0
1280,B,0.0
1281,B,0.0
1282,A,0.0
1283,A,0.0
1284,A,0.0
1285,A,0.0
1286,B,0.0
1287,B,0.0
1288,B,0.0
1289,B,0.0
1290,A,0.0
1291,A,0.0
1292,A,0.0
1293,B,0.0
1294,A,0.0
1295,B,0.0
1296,B,0.0
1297,A,0.0
1298,A,0.0
1299,A,0.0
1300,B,0.0
1301,A,0.0
1302,B,0.0
1303,A,0.0
1304,B,0.0
1305,B,0.0
1306,A,0.0
1307,B,0.0
1308,B,0.0
1309,A,0.0
1310,B,0.0
1311,A,0.0
1312,B,0.0
1313,A,0.0
1314,A,0.0
1315,B,0.0
1316,B,0.0
1317,B,0.0
1318,B,0.0
1319,B,0.0
1320,A,0.0
1321,B,0.0
1322,A,0.0
1323,A,0.0
1324,B,0.0
1325,A,0.0
1326,A,0.0
1327,A,0.0
1328,A,0.0
1329,B,0.0
1330,A,0.0
1331,B,0.0
1332,B,0.0
1333,A,0.0
1334,B,0.0
1335,B,0.0
1336,B,0.0
1337,A,0.0
1338,B,0.0
1339,B,0.0
1340,B,0.0
1341,A,0.0
1342,B,0.0
1343,A,0.0
1344,A,0.0
1345,A,0.0
1346,A,0.0
1347,A,0.0
1348,A,0.0
1349,B,0.0
1350,A,0.0
1351,B,0.0
1352,B,0.0
1353,A,0.0
1354,B,0.0
1355,B,0.0
1356,B,0.0
1357,B,0.0
1358,A,0.0
1359,B,0.0
1360,A,0.0
1361,B,0.0
1362,B,0.0
1363,A,0.0
1364,B,0.0
1365,B,0.0
1366,B,0.0
1367,A,0.0
1368,B,0.0
1369,A,0.0
1370,B,0.0
1371,A,0.0
1372,A,0.0
1373,B,0.0
1374,B,0.0
1375,A,0.0
1376,A,0.0
1377,B,0.0
1378,A,0.0
1379,B,0.0
1380,B,0.0
1381,B,0.0
1382,B,0.0
1383,A,0.0
1384,B,0.0
1385,A,0.0
1386,B,0.0
1387,A,0.0
1388,B,0.0
1389,A,0.0
1390,A,0.0
1391,B,0.0
1392,B,0.0
1393,B,0.0
1394,B,0.0
1395,A,0.0
1396,B,0.0
1397,A,0.0
1398,A,0.0
1399,B,0.0
1400,A,0.0
1401,A,0.0
1402,A,0.0
1403,A,0.0
1404,B,0.0
1405,B,0.0
1406,B,0.0
1407,B,0.0
1408,A,0.0
1409,A,0.0
1410,B,0.0
1411,B,0.0
1412,B,0.0
1413,A,0.0
1414,B,0.0
1415,B,0.0
1416,B,0.0
1417,A,0.0
1418,A,0.0
1419,A,0.0
1420,A,0.0
1421,A,0.0
1422,A,0.0
1423,A,0.0
1424,A,0.0
1425,B,0.0
1426,B,0.0
1427,A,0.0
1428,A,0.0
1429,B,0.0
1430,A,0.0
1431,A,0.0
1432,A,0.0
1433,B,0.0
1434,B,0.0
1435,B,0.0
1436,B,0.0
1437,B,0.0
1438,A,0.0
1439,B,0.0
1440,A,0.0
1441,A,0.0
1442,B,0.0
1443,B,0.0
1444,A,0.0
1445,A,0.0
1446,A,0.0
1447,B,0.0
1448,B,0.0
1449,B,0.0
1450,B,0.0
1451,B,0.0
1452,A,0.0
1453,B,0.0
1454,A,0.0
1455,A,0.0
1456,A,0.0
1457,B,0.0
1458,B,0.0
1459,B,0.0
1460,A,0.0
1461,A,0.0
1462,A,0.0
1463,A,0.0
1464,A,0.0
1465,A,0.0
1466,B,0.0
1467,B,0.0
1468,B,0.0
1469,B,0.0
1470,A,0.0
1471,A,0.0
1472,B,0.0
1473,A,0.0
1474,B,0.0
1475,B,0.0
1476,B,0.0
1477,A,0.0
1478,B,0.0
1479,B,0.0
1480,B,0.0
1481,A,0.0
1482,A,0.0
1483,B,0.0
1484,A,0.0
1485,A,0.0
1486,A,0.0
1487,A,0.0
1488,A,0.0
1489,A,0.0
1490,A,0.0
1491,A,0.0
1492,A,0.0
1493,A,0.0
1494,B,0.0
1495,B,0.0
1496,A,0.0
1497,B,0.0
1498,B,0.0
1499,A,0.0
1500,A,0.0
1501,A,0.0
1502,B,0.0
1503,B,0.0
1504,A,0.0
1505,A,0.0
1506,A,0.0
1507,B,0.0
1508,B,0.0
1509,B,0.0
1510,B,0.0
1511,A,0.0
1512,A,0.0
1513,A,0.0
1514,A,0.0
1515,B,0.0
1516,B,0.0
1517,A,0.0
1518,A,0.0
1519,B,0.0
1520,A,0.0
1521,B,0.0
1522,A,0.0
1523,A,0.0
1524,A,0.0
1525,A,0.0
1526,A,0.0
1527,A,0.0
1528,A,0.0
1529,B,0.0
1530,B,0.0
1531,B,0.0
1532,B,0.0
1533,B,0.0
1534,A,0.0
1535,A,0.0
1536,B,0.0
1537,A,0.0
1538,B,0.0
1539,B,0.0
1540,A,0.0
1541,A,0.0
1542,A,0.0
1543,B,0.0
1544,A,0.0
1545,B,0.0
1546,B,0.0
1547,B,0.0
1548,A,0.0
1549,A,0.0
1550,B,0.0
1551,A,0.0
1552,A,0.0
1553,A,0.0
1554,B,0.0
1555,B,0.0
1556,A,0.0
1557,B,0.0
1558,A,0.0
1559,A,0.0
1560,A,0.0
1561,A,0.0
1562,B,0.0
1563,B,0.0
1564,B,0.0
1565,A,0.0
1566,A,0.0
1567,A,0.0
1568,B,0.0
1569,A,0.0
1570,B,0.0
1571,B,0.0
1572,B,0.0
1573,B,0.0
1574,B,0.0
1575,B,0.0
1576,A,0.0
1577,A,0.0
1578,B,0.0
1579,B,0.0
1580,A,0.0
1581,B,0.0
1582,B,0.0
1583,A,0.0
1584,B,0.0
1585,B,0.0
1586,B,0.0
1587,A,0.0
1588,A,0.0
1589,A,0.0
1590,B,0.0
1591,B,0.0
1592,A,0.0
1593,B,0.0
1594,B,0.0
1595,B,0.0
1596,B,0.0
1597,B,0.0
1598,A,0.0
1599,B,0.0
1600,A,0.0
1601,B,0.0
1602,A,0.0
1603,B,0.0
1604,A,0.0
1605,B,0.0
1606,A,0.0
1607,B,0.0
1608,A,0.0
1609,B,0.0
1610,A,0.0
1611,A,0.0
1612,B,0.0
1613,B,0.0
1614,A,0.0
1615,B,0.0
1616,A,0.0
1617,A,0.0
1618,A,0.0
1619,B,0.0
1620,A,0.0
1621,A,0.0
1622,B,0.0
1623,B,0.0
1624,B,0.0
1625,B,0.0
1626,A,0.0
1627,A,0.0
1628,A,0.0
1629,A,0.0
1630,B,0.0
1631,A,0.0
1632,A,0.0
1633,B,0.0
1634,A,0.0
1635,A,0.0
1636,A,0.0
1637,A,0.0
1638,A,0.0
1639,A,0.0
1640,B,0.0
1641,B,0.0
1642,A,0.0
1643,A,0.0
1644,B,0.0
1645,A,0.0
1646,A,0.0
1647,A,0.0
1648,B,0.0
1649,A,0.0
1650,B,0.0
1651,A,0.0
1652,B,0.0
1653,B,0.0
1654,A,0.0
1655,B,0.0
1656,A,0.0
1657,B,0.0
1658,A,0.0
1659,A,0.0
1660,B,0.0
1661,A,0.0
1662,A,0.0
1663,B,0.0
